2014,2009,2004,1999,1994,1989,1984,1979,1974,1969,1964,1959,1954,1949,1944,1939,1934,1929,1924,1919,1914
85041.034,86544.799,83692.145,82821.564,88576.422,104314.615,127215.221,96291.124,99921.677,123279.505,120656.616,93967.196,76975.116,71445.475,41377.815,25516.956,15906.123,7370.645,2274.871,526.934,67.839
