2014,2009,2004,1999,1994,1989,1984,1979,1974,1969,1964,1959,1954,1949,1944,1939,1934,1929,1924,1919,1914
4905.53,5457.896,5586.621,5751.126,6030.465,6237.617,6953.579,7809.099,8797.752,9955.995,8438.709,7784.631,7627.14,8691.284,9019.496,6795.123,5206.722,3514.659,1698.668,524.995,73.192
