2014,2009,2004,1999,1994,1989,1984,1979,1974,1969,1964,1959,1954,1949,1944,1939,1934,1929,1924,1919,1914
116781.822,119950.007,126984.911,125689.426,121797.336,116684.121,111060.977,101338.706,88159.869,77721.621,67432.781,57946.173,47721,36575.275,22844.405,14656.28,8284.696,3458.011,1038.091,247.464,44.784
